IDX,SHAPE_LNG,SHAPE_LAT,GENUS,TAXONOMY_ID
4e6c575a-0d34-11ec-bf73-91445146ff05,-105.265628195544,40.0394124028234,acer,4
4e6c6f10-0d34-11ec-bf73-91445146ff05,-105.26580862424801,40.039415720656,acer,4
4e6c8acc-0d34-11ec-bf73-91445146ff05,-105.265914210859,40.039412983515,tilia,303
4e6c995e-0d34-11ec-bf73-91445146ff05,-105.266361466964,40.0394138901494,acer,4
4e6ca444-0d34-11ec-bf73-91445146ff05,-105.266549442838,40.039455583477796,acer,4
4e6cadf4-0d34-11ec-bf73-91445146ff05,-105.267126051085,40.039802000244606,juniperus,156
4e6ccb5e-0d34-11ec-bf73-91445146ff05,-105.26719308413799,40.0398463979574,amelanchier,15
4e6cd4fa-0d34-11ec-bf73-91445146ff05,-105.26741141737101,40.039992906584395,quercus,247
4e6cde46-0d34-11ec-bf73-91445146ff05,-105.26799363151,40.0401047362927,malus,183
4e6ce760-0d34-11ec-bf73-91445146ff05,-105.26808191241501,40.040110815748,ulmus,313
4e6cf214-0d34-11ec-bf73-91445146ff05,-105.268319919648,40.0401171959085,gleditsia,132
4e6cfc6e-0d34-11ec-bf73-91445146ff05,-105.26848512344999,40.0400821167095,fraxinus,127
4e6d06f0-0d34-11ec-bf73-91445146ff05,-105.268558052871,40.0418235921875,pinus,223
4e6d11d6-0d34-11ec-bf73-91445146ff05,-105.268544613676,40.041822827595205,pinus,223
4e6d1d7a-0d34-11ec-bf73-91445146ff05,-105.26852829670901,40.0418213186951,pinus,223
4e6dbad2-0d34-11ec-bf73-91445146ff05,-105.280311292783,40.042894584335606,gleditsia,132
4e6dc39c-0d34-11ec-bf73-91445146ff05,-105.280580767584,40.0427796564623,fraxinus,127
4e6dcc7a-0d34-11ec-bf73-91445146ff05,-105.280690641132,40.0427443455758,fraxinus,127
4e6dd5bc-0d34-11ec-bf73-91445146ff05,-105.28084642516599,40.0428038421514,celtis,63
4e6ddf8a-0d34-11ec-bf73-91445146ff05,-105.28098969926201,40.0428610937689,acer,4
