IDX,SHAPE_LNG,SHAPE_LAT,GENUS,TAXONOMY_ID
ac9be528-249c-11ec-af4f-b75428d151ab,-122.02020496,37.31230227,ulmus,313
ac9bf018-249c-11ec-af4f-b75428d151ab,-122.01541118,37.31384962,ginkgo,131
ac9bf446-249c-11ec-af4f-b75428d151ab,-122.02122649999998,37.31150693,quercus,247
ac9bf7e8-249c-11ec-af4f-b75428d151ab,-122.01802795,37.31051684,fraxinus,127
ac9bfbbc-249c-11ec-af4f-b75428d151ab,-122.02139478,37.31788553,pyrus,246
ac9bff90-249c-11ec-af4f-b75428d151ab,-122.01238965,37.315990299999996,pistacia,224
ac9c03be-249c-11ec-af4f-b75428d151ab,-122.01879879,37.32088171,pistacia,224
ac9c07a6-249c-11ec-af4f-b75428d151ab,-122.01509514,37.320085600000006,pyrus,246
ac9c0c92-249c-11ec-af4f-b75428d151ab,-122.0151071,37.32004769,pyrus,246
ac9c1020-249c-11ec-af4f-b75428d151ab,-122.01514267,37.31998209,pyrus,246
ac9c13a4-249c-11ec-af4f-b75428d151ab,-122.01520632,37.31983004,prunus,235
ac9c1868-249c-11ec-af4f-b75428d151ab,-122.0152636,37.31969571,lagerstroemia,160
ac9c1cc8-249c-11ec-af4f-b75428d151ab,-122.01536015,37.31942629,lagerstroemia,160
ac9c20ba-249c-11ec-af4f-b75428d151ab,-122.01547409,37.31924135,lagerstroemia,160
ac9c242a-249c-11ec-af4f-b75428d151ab,-122.01555523,37.31904665,acer,4
ac9c2786-249c-11ec-af4f-b75428d151ab,-122.01559955,37.3189249,prunus,235
ac9c2ad8-249c-11ec-af4f-b75428d151ab,-122.01570914,37.31866528,prunus,235
ac9c2e34-249c-11ec-af4f-b75428d151ab,-122.01574784,37.31854587,prunus,235
ac9c319a-249c-11ec-af4f-b75428d151ab,-122.01579084,37.31842867,prunus,235
ac9c34f6-249c-11ec-af4f-b75428d151ab,-122.01485615,37.3203081,magnolia,181
ac9c3848-249c-11ec-af4f-b75428d151ab,-122.01702548,37.31498754,liquidambar,170
ac9c3b9a-249c-11ec-af4f-b75428d151ab,-122.01692266,37.31511109,liquidambar,170
ac9c3f32-249c-11ec-af4f-b75428d151ab,-122.01686303,37.31520869,liquidambar,170
ac9c4306-249c-11ec-af4f-b75428d151ab,-122.01680038,37.31530394,liquidambar,170
ac9c469e-249c-11ec-af4f-b75428d151ab,-122.02051999,37.31315214,pyrus,246
ac9c4b12-249c-11ec-af4f-b75428d151ab,-122.02016836,37.31659179,lagerstroemia,160
ac9c4fb8-249c-11ec-af4f-b75428d151ab,-122.02028952,37.31664288,lagerstroemia,160
ac9c5666-249c-11ec-af4f-b75428d151ab,-122.02076734,37.31709005,pistacia,224
ac9c5c24-249c-11ec-af4f-b75428d151ab,-122.02077088,37.31714832,pistacia,224
ac9c616a-249c-11ec-af4f-b75428d151ab,-122.02062434,37.31735528,pyrus,246
ac9c67fa-249c-11ec-af4f-b75428d151ab,-122.02014386,37.31238584,ginkgo,131
ac9c6dcc-249c-11ec-af4f-b75428d151ab,-122.01550139999999,37.31440691,cinnamomum,75
ac9c72ea-249c-11ec-af4f-b75428d151ab,-122.02120909,37.31091176,fraxinus,127
ac9c784e-249c-11ec-af4f-b75428d151ab,-122.01310499,37.31611327,fraxinus,127
ac9c7e20-249c-11ec-af4f-b75428d151ab,-122.05184981,37.29934755,schinus,270
ac9c838e-249c-11ec-af4f-b75428d151ab,-122.05273992,37.29858033,prunus,235
ac9c8852-249c-11ec-af4f-b75428d151ab,-122.05250266,37.29927671,quercus,247
ac9c8cee-249c-11ec-af4f-b75428d151ab,-122.05248328,37.29930252,prunus,235
ac9c9284-249c-11ec-af4f-b75428d151ab,-122.05248167,37.29931929,quercus,247
ac9c96e4-249c-11ec-af4f-b75428d151ab,-122.05244668,37.29931715,cedrus,61
ac9c9c8e-249c-11ec-af4f-b75428d151ab,-122.03248821,37.30216736,prunus,235
ac9ca058-249c-11ec-af4f-b75428d151ab,-122.03253872,37.30172673,prunus,235
ac9ca490-249c-11ec-af4f-b75428d151ab,-122.00326511,37.31751592,fraxinus,127
ac9ca8c8-249c-11ec-af4f-b75428d151ab,-122.00080044,37.31768108,fraxinus,127
ac9cac74-249c-11ec-af4f-b75428d151ab,-122.00545848,37.31567871,quercus,247
ac9cb020-249c-11ec-af4f-b75428d151ab,-122.00022218,37.31907983,fraxinus,127
ac9cb390-249c-11ec-af4f-b75428d151ab,-121.99997114,37.31930414,fraxinus,127
ac9cb93a-249c-11ec-af4f-b75428d151ab,-122.00752593,37.31362258,fraxinus,127
ac9cbeb2-249c-11ec-af4f-b75428d151ab,-122.00751088,37.31373538,fraxinus,127
ac9cc3e4-249c-11ec-af4f-b75428d151ab,-122.00361181,37.31382778,tristaniopsis,310
ac9cc81c-249c-11ec-af4f-b75428d151ab,-122.00360768,37.31373941,tristaniopsis,310
ac9ccc04-249c-11ec-af4f-b75428d151ab,-121.99651802,37.32036374,fraxinus,127
ac9cd15e-249c-11ec-af4f-b75428d151ab,-122.00529186,37.31551614,fraxinus,127
ac9cd532-249c-11ec-af4f-b75428d151ab,-122.00183583,37.31540477,fraxinus,127
ac9cd94c-249c-11ec-af4f-b75428d151ab,-121.99840763,37.32025353,fraxinus,127
ac9cdd48-249c-11ec-af4f-b75428d151ab,-122.00293731,37.31187924,fraxinus,127
ac9ce1e4-249c-11ec-af4f-b75428d151ab,-122.00186698,37.31189912,fraxinus,127
ac9ce626-249c-11ec-af4f-b75428d151ab,-121.99755393,37.32041944,fraxinus,127
ac9ceacc-249c-11ec-af4f-b75428d151ab,-121.99828007,37.32024406,fraxinus,127
ac9cf210-249c-11ec-af4f-b75428d151ab,-121.99901683,37.31305422,fraxinus,127
ac9cf6d4-249c-11ec-af4f-b75428d151ab,-122.00548894,37.31815152,acer,4
ac9cfbac-249c-11ec-af4f-b75428d151ab,-122.00082607,37.31864272,acacia,2
ac9cffda-249c-11ec-af4f-b75428d151ab,-122.00319883,37.31186589,cedrus,61
ac9d0368-249c-11ec-af4f-b75428d151ab,-122.00617677,37.31569131,fraxinus,127
ac9d07a0-249c-11ec-af4f-b75428d151ab,-122.00062494,37.31707229,fraxinus,127
ac9d0b92-249c-11ec-af4f-b75428d151ab,-122.00324711,37.31454581,fraxinus,127
ac9d0f48-249c-11ec-af4f-b75428d151ab,-121.99692556,37.31702971,fraxinus,127
ac9d12c2-249c-11ec-af4f-b75428d151ab,-121.99652666,37.31974011,fraxinus,127
ac9d161e-249c-11ec-af4f-b75428d151ab,-122.00101506,37.31901092,fraxinus,127
ac9d1a38-249c-11ec-af4f-b75428d151ab,-122.00532516,37.31738869,pistacia,224
ac9d1e2a-249c-11ec-af4f-b75428d151ab,-122.00532309,37.31747714,pistacia,224
ac9d2186-249c-11ec-af4f-b75428d151ab,-122.00532620000001,37.31763954,lagerstroemia,160
ac9d250a-249c-11ec-af4f-b75428d151ab,-122.01000218,37.31409405,jacaranda,153
ac9d28f2-249c-11ec-af4f-b75428d151ab,-122.00860929,37.31396646,acer,4
ac9d2d34-249c-11ec-af4f-b75428d151ab,-122.00453797,37.31650895,pistacia,224
ac9d3112-249c-11ec-af4f-b75428d151ab,-122.00122978,37.31541371,fraxinus,127
ac9d34d2-249c-11ec-af4f-b75428d151ab,-122.00139606,37.31225695,quercus,247
ac9d38a6-249c-11ec-af4f-b75428d151ab,-122.00169346,37.3174188,fraxinus,127
ac9d3c48-249c-11ec-af4f-b75428d151ab,-121.99905005,37.31865765,fraxinus,127
ac9d3fd6-249c-11ec-af4f-b75428d151ab,-122.00637297,37.31640388,platanus,227
ac9d4332-249c-11ec-af4f-b75428d151ab,-122.00649937,37.3163963,platanus,227
ac9d468e-249c-11ec-af4f-b75428d151ab,-122.00231474,37.31256628,fraxinus,127
ac9d4b48-249c-11ec-af4f-b75428d151ab,-121.99976523,37.31841696,fraxinus,127
ac9d4ec2-249c-11ec-af4f-b75428d151ab,-121.99975568,37.31828085,fraxinus,127
ac9d5214-249c-11ec-af4f-b75428d151ab,-121.99976668,37.31855754,fraxinus,127
ac9d55d4-249c-11ec-af4f-b75428d151ab,-121.99976247,37.31868729,fraxinus,127
ac9d5958-249c-11ec-af4f-b75428d151ab,-122.00080894,37.31785254,fraxinus,127
ac9d5cbe-249c-11ec-af4f-b75428d151ab,-122.00743643,37.3184915,platanus,227
ac9d6060-249c-11ec-af4f-b75428d151ab,-122.00177871,37.31392967,fraxinus,127
ac9d63f8-249c-11ec-af4f-b75428d151ab,-122.00168452,37.31393088,fraxinus,127
ac9d67a4-249c-11ec-af4f-b75428d151ab,-121.99888445,37.31463458,fraxinus,127
ac9d6b28-249c-11ec-af4f-b75428d151ab,-122.00215387,37.31558712,fraxinus,127
ac9d6e7a-249c-11ec-af4f-b75428d151ab,-122.00652684,37.31689465,platanus,227
ac9d7276-249c-11ec-af4f-b75428d151ab,-122.00659080000001,37.31679601,platanus,227
ac9d75dc-249c-11ec-af4f-b75428d151ab,-122.00667819,37.31669142,platanus,227
ac9d7938-249c-11ec-af4f-b75428d151ab,-122.00664752,37.31657142,platanus,227
ac9d7ce4-249c-11ec-af4f-b75428d151ab,-122.00652457,37.31654854,platanus,227
ac9d8036-249c-11ec-af4f-b75428d151ab,-122.00639951,37.31653698,platanus,227
ac9d83e2-249c-11ec-af4f-b75428d151ab,-121.99910156,37.31482146,fraxinus,127
ac9d873e-249c-11ec-af4f-b75428d151ab,-121.99935525,37.31408266,fraxinus,127
ac9d8a90-249c-11ec-af4f-b75428d151ab,-122.00272384,37.31561328,fraxinus,127
ac9d8e96-249c-11ec-af4f-b75428d151ab,-122.00129397,37.31889508,fraxinus,127
ac9d9238-249c-11ec-af4f-b75428d151ab,-122.00147892,37.3187361,fraxinus,127
ac9d96ca-249c-11ec-af4f-b75428d151ab,-122.00404634,37.31549197,fraxinus,127
ac9d9a44-249c-11ec-af4f-b75428d151ab,-122.00447899,37.31495537,fraxinus,127
ac9d9e04-249c-11ec-af4f-b75428d151ab,-122.00193449999999,37.31706542,fraxinus,127
ac9da2fa-249c-11ec-af4f-b75428d151ab,-122.00011440000002,37.31893278,fraxinus,127
ac9da69c-249c-11ec-af4f-b75428d151ab,-121.99993693,37.31881907,fraxinus,127
ac9daac0-249c-11ec-af4f-b75428d151ab,-121.99978517,37.32057537,fraxinus,127
ac9f1888-249c-11ec-af4f-b75428d151ab,-122.00084177,37.31725034,fraxinus,127
ac9f1e1e-249c-11ec-af4f-b75428d151ab,-121.99903575,37.31691844,fraxinus,127
ac9f2440-249c-11ec-af4f-b75428d151ab,-122.00170129,37.31722877,fraxinus,127
ac9f2aa8-249c-11ec-af4f-b75428d151ab,-122.00355068,37.31562235,fraxinus,127
ac9f3052-249c-11ec-af4f-b75428d151ab,-122.01321283,37.3159684,fraxinus,127
ac9f35e8-249c-11ec-af4f-b75428d151ab,-122.01064277,37.316235299999995,quercus,247
ac9f3c5a-249c-11ec-af4f-b75428d151ab,-122.01889609,37.31361172,cercis,67
ac9f42ea-249c-11ec-af4f-b75428d151ab,-122.01333072,37.31187181,quercus,247
ac9f48c6-249c-11ec-af4f-b75428d151ab,-122.01315547,37.3156296,fraxinus,127
