IDX,SHAPE_LNG,SHAPE_LAT,GENUS,TAXONOMY_ID
40c268ce-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4937675293184,38.0592902664033,liquidambar,170
40c26b9e-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49663379483479,38.0570356013438,juniperus,156
40c26c20-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4876745803509,38.017846818837704,lagerstroemia,160
40c26c8e-1b6c-11ec-9fd8-3fd4e372c7e3,-78.45225137390808,38.0461556739357,crataegus,89
40c26cf2-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4963847390089,38.057042912059394,juniperus,156
40c26d56-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4962647203746,38.057047013582505,juniperus,156
40c26dba-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4964757307184,38.0570417563251,juniperus,156
40c26e1e-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4961921432911,38.0562455896395,cercis,67
40c26e8c-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4938216166834,38.0592383516643,liquidambar,170
40c26ef0-1b6c-11ec-9fd8-3fd4e372c7e3,-78.46054418584329,38.0354884614609,quercus,247
40c26f4a-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49270398577691,38.0606926043155,quercus,247
40c26fae-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4781638911558,38.0319525365245,quercus,247
40c27012-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49654665333671,38.057044437427294,juniperus,156
40c27076-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4713800125181,38.0492915447745,platanus,227
40c270d0-1b6c-11ec-9fd8-3fd4e372c7e3,-78.47347773798009,38.043995926218706,platanus,227
40c27148-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4932385551959,38.059954058264,cercis,67
40c271ac-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4957787232368,38.0568543474386,cercis,67
40c27206-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4964359118762,38.0570436550073,juniperus,156
40c2726a-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49365878891041,38.05943250319171,liquidambar,170
40c272c4-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4956654063575,38.0569905929584,quercus,247
40c27328-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4843098441989,38.030758780568796,ginkgo,131
40c27382-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4963068142866,38.057038512701205,juniperus,156
40c273f0-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4928014162659,38.060551742479994,cercis,67
40c2744a-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4936272394447,38.0594775249791,cercis,67
40c274ae-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4957238199393,38.056918923691704,cercis,67
40c27508-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49290654702071,38.06041959429,acer,4
40c2756c-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4958332810817,38.0567940908912,cercis,67
40c275c6-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49245801439909,38.0610270898387,quercus,247
40c27620-1b6c-11ec-9fd8-3fd4e372c7e3,-78.4939220051227,38.0590821939832,liquidambar,170
40c27684-1b6c-11ec-9fd8-3fd4e372c7e3,-78.452135099612,38.049905746713705,lagerstroemia,160
40c276de-1b6c-11ec-9fd8-3fd4e372c7e3,-78.49587969326421,38.056725343859206,cercis,67
